Id,Brand,Product_Name,Price,Category,Subcategory,Certificate1,Certificate2,Certification_Total,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Weighted_CO2,Weighted_Water,Weighted_Energy,Weighted_Chemical,Mat_Acrylic,Mat_Cashmere,Mat_Cotton,Mat_Elastane,Mat_Lyocell,Mat_Merino Wool,Mat_Nylon,Mat_Organic Cotton,Mat_Polyamide,Mat_Polyester,Mat_Recycled Acrylic,Mat_Recycled Cashmere,Mat_Recycled Cotton,Mat_Recycled Nylon,Mat_Recycled Polyester,Mat_Recycled Wool,Mat_Viscose,Mat_Wool,Score_100
529,Zara,Sweater Regular Fit,47.91,Woman,Sweater,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,57
530,Zara,Jacket Oversized,102.91,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,63
531,Patagonia,Sweater Asymmetric,159.78,Man,Sweater,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5.8166,2394.45,54.08,36.705,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,100
532,Zara,Jumper Ribbed,22.87,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
533,Patagonia,Jacket Oversized,200.11,Man,Jacket,Fair Trade,NaN,0.2,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,69
534,Zara,Sweater Regular Fit,52.86,Man,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84
535,Penneys,Jumper Cropped,20.38,Woman,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,13.641,193.65,161.05,48.315,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62
536,Penneys,Tshirt Oversized,9.24,Woman,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
537,Penneys,Jumper Textured,17.15,Woman,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
538,Patagonia,Jumper Textured,204.81,Woman,Jumper,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91
539,Zara,Tshirt Oversized,14.01,Man,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
540,Penneys,Sweater Cropped,9.83,Man,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
541,H&M,Sweater Slim Fit,36.67,Woman,Sweater,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
542,H&M,Jumper Regular Fit,22.62,Man,Jumper,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5515,28.055,90.435,29.325,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53
543,Penneys,Jumper Regular Fit,12.69,Woman,Jumper,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,4.698,853.05,77.45,30.7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
544,Zara,Jumper Oversized,55.89,Woman,Jumper,RWS,NaN,0.15,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,5.222,92.28,54.44,17.22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,92
545,Penneys,Sweater Slim Fit,17.22,Woman,Sweater,NaN,NaN,0,Turkey,0.4,0.2,0.45,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84
546,Zara,Sweater Textured,48.21,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Hand wash,0.015,0.2,8,19.479,374.35,174.95,52.485,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68
547,H&M,Jumper Oversized,35.99,Woman,Jumper,BCI Cotton,NaN,0.05,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.943,218.43,100.395,37.72,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46
548,Penneys,Jumper Cropped,11.19,Woman,Jumper,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
549,Penneys,Jumper Regular Fit,11.95,Woman,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
550,Zara,Jacket Textured,91.97,Woman,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,56
551,Zara,Tshirt Slim Fit,25.29,Woman,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6.757,113.3,88.35,26.56,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,44
552,Zara,Jacket Cropped,89.36,Man,Jacket,GRS,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.756,25.19,79.7,21.676,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,68
553,Penneys,Jacket Regular Fit,43.17,Woman,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46
554,H&M,Jumper Regular Fit,28.45,Woman,Jumper,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
555,Patagonia,Jacket Oversized,297.95,Man,Jacket,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82
556,H&M,Jumper Slim Fit,35.75,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,5.7996,1693.3,55.52,23.88,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70
557,Patagonia,Sweater Slim Fit,103.74,Man,Sweater,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.75,28.5,104.5,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,84
558,Zara,Tshirt Asymmetric,12.28,Man,Tshirt,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69
559,Patagonia,Jacket Asymmetric,296.70,Man,Jacket,Fair Trade,Bluesign,0.4,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93
560,H&M,Jacket Oversized,42.02,Man,Jacket,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,50
561,H&M,Sweater Asymmetric,26.47,Man,Sweater,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,8.579,202.15,138.375,42.805,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,66
562,Patagonia,Tshirt Regular Fit,62.00,Woman,Tshirt,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,81
563,Zara,Tshirt Textured,16.98,Woman,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,47
564,H&M,Tshirt Asymmetric,11.25,Woman,Tshirt,GRS,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76
565,H&M,Tshirt Cropped,9.49,Man,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,2.8916,1225.8,34.16,16.38,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,54
566,Penneys,Sweater Regular Fit,15.03,Woman,Sweater,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,62
567,H&M,Jacket Textured,62.88,Man,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,48
568,Penneys,Jumper Regular Fit,17.56,Man,Jumper,NaN,NaN,0,Thailand,0.45,0.35,0.55,Hand wash,0.015,0.2,8,5.02,147.6,51.2,15.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,81
569,H&M,Tshirt Asymmetric,11.97,Woman,Tshirt,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,2.894,838.1,30.75,16.25,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,50
570,Zara,Tshirt Textured,14.02,Man,Tshirt,NaN,NaN,0,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,6.834,64.24,102.255,31.605,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,43
571,H&M,Tshirt Textured,10.00,Man,Tshirt,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,4.688,368.8,57.66,27.66,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,45
572,Patagonia,Jacket Cropped,128.18,Woman,Jacket,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70
573,Penneys,Jacket Cropped,39.42,Woman,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60
574,Penneys,Tshirt Ribbed,8.20,Man,Tshirt,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,2,500,20,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60
575,Penneys,Tshirt Oversized,11.85,Woman,Tshirt,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
576,Penneys,Sweater Textured,8.54,Man,Sweater,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,5,150,50,15,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,78
577,Penneys,Jacket Cropped,43.52,Woman,Jacket,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,38
578,Penneys,Tshirt Cropped,4.82,Woman,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
579,Zara,Jumper Oversized,56.95,Man,Jumper,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79
580,Zara,Tshirt Slim Fit,17.75,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
581,Penneys,Jacket Asymmetric,18.09,Man,Jacket,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,39
582,Zara,Sweater Ribbed,27.70,Man,Sweater,BCI Cotton,NaN,0.05,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
583,Zara,Jumper Oversized,24.58,Woman,Jumper,NaN,NaN,0,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,45
584,Zara,Sweater Regular Fit,29.79,Woman,Sweater,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,59
585,Zara,Tshirt Slim Fit,28.07,Woman,Tshirt,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,42
586,Zara,Jacket Regular Fit,68.45,Man,Jacket,Oeko-Tex 100,NaN,0.1,Vietnam,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.647,1753.96,60.295,32.234,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51
587,Patagonia,Tshirt Slim Fit,48.97,Man,Tshirt,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,85
588,Penneys,Sweater Slim Fit,11.12,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,71
589,H&M,Jacket Asymmetric,44.33,Man,Jacket,Oeko-Tex 100,NaN,0.1,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,55
590,H&M,Jacket Cropped,64.29,Woman,Jacket,Oeko-Tex 100,NaN,0.1,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59
591,Patagonia,Jacket Ribbed,262.80,Woman,Jacket,Fair Trade,Bluesign,0.4,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82
592,Patagonia,Jacket Regular Fit,301.09,Woman,Jacket,Fair Trade,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,9.5,50,120,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,65
593,Patagonia,Tshirt Regular Fit,61.82,Man,Tshirt,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,88
594,Patagonia,Tshirt Regular Fit,39.89,Man,Tshirt,Fair Trade,Bluesign,0.4,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,92
595,Zara,Tshirt Cropped,12.93,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3,200,45,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,62
596,Zara,Jumper Textured,55.10,Man,Jumper,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,13.647,735.03,148.68,42.787,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,73
597,Patagonia,Jumper Cropped,144.13,Man,Jumper,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,3.2051,1769.655,40.255,20,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,81
598,Penneys,Tshirt Ribbed,6.89,Man,Tshirt,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,3.849,161.45,52.65,17.195,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,58
599,Zara,Jumper Slim Fit,25.56,Man,Jumper,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,27.432,628.31,190.37,57.86,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
600,H&M,Tshirt Ribbed,15.82,Man,Tshirt,BCI Cotton,NaN,0.05,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5.462,1117.5,82.9,29.75,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,54
601,Patagonia,Jacket Regular Fit,161.35,Man,Jacket,Fair Trade,Bluesign,0.4,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,8.5975,99.98,132.3,34.06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,100
602,H&M,Jacket Cropped,65.20,Man,Jacket,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,7.2645,157.38,111.045,38.145,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,49
603,Penneys,Tshirt Regular Fit,7.33,Woman,Tshirt,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5.511,52.23,60.15,20.295,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53
604,H&M,Jumper Slim Fit,30.77,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Cambodia,0.55,0.45,0.75,Hand wash,0.015,0.2,8,6.0375,99.375,91.575,29.375,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82
605,Patagonia,Jacket Regular Fit,328.39,Man,Jacket,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
606,Zara,Tshirt Textured,28.46,Man,Tshirt,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Machine wash 30°C,0.04,0.5,15,9,50,150,45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
607,Penneys,Tshirt Oversized,7.36,Woman,Tshirt,NaN,NaN,0,Cambodia,0.55,0.45,0.75,Machine wash 30°C,0.04,0.5,15,5.5,20,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,46
608,Penneys,Jumper Regular Fit,12.78,Man,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,28.173,643.45,195.65,58.695,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
609,Patagonia,Sweater Cropped,126.31,Woman,Sweater,Fair Trade,NaN,0.2,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65
610,Penneys,Tshirt Ribbed,8.36,Woman,Tshirt,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,3.4084,465.2,47.14,18.56,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,50
611,Patagonia,Jumper Ribbed,186.66,Man,Jumper,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99
612,Patagonia,Jacket Slim Fit,189.31,Woman,Jacket,Fair Trade,Bluesign,0.4,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,96
613,Zara,Jacket Asymmetric,63.10,Man,Jacket,Oeko-Tex 100,NaN,0.1,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,6,30,110,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
614,H&M,Sweater Cropped,25.79,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,69
615,Patagonia,Jacket Cropped,275.32,Woman,Jacket,Fair Trade,Bluesign,0.4,Vietnam,0.45,0.35,0.55,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
616,Zara,Sweater Regular Fit,20.42,Woman,Sweater,RWS,NaN,0.15,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,73
617,Penneys,Jumper Textured,12.82,Woman,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Hand wash,0.015,0.2,8,16,900,170,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59
618,H&M,Jumper Regular Fit,30.95,Woman,Jumper,RWS,NaN,0.15,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,13.7565,249.16,107.18,33.48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,83
619,Zara,Sweater Oversized,38.68,Woman,Sweater,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,5.357,24.49,86.65,31.08,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,46
620,H&M,Sweater Cropped,16.56,Man,Sweater,NaN,NaN,0,Portugal,0.25,0.1,0.3,Hand wash,0.015,0.2,8,8.358,2469.32,70.035,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72
621,Zara,Jacket Ribbed,91.64,Woman,Jacket,NaN,NaN,0,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53
622,H&M,Jacket Textured,39.24,Woman,Jacket,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Hand wash,0.015,0.2,8,14,800,160,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,61
623,Patagonia,Tshirt Slim Fit,41.70,Woman,Tshirt,Fair Trade,Bluesign,0.4,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73
624,Penneys,Jacket Regular Fit,15.11,Man,Jacket,NaN,NaN,0,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
625,H&M,Jumper Asymmetric,24.61,Man,Jumper,NaN,NaN,0,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47
626,Penneys,Jacket Asymmetric,33.97,Woman,Jacket,NaN,NaN,0,Portugal,0.25,0.1,0.3,Machine wash 30°C,0.04,0.5,15,8.5,40,140,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,49
627,H&M,Jacket Cropped,67.16,Woman,Jacket,GRS,NaN,0.2,Turkey,0.4,0.2,0.45,Machine wash 30°C,0.04,0.5,15,5,20,70,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73
628,Patagonia,Tshirt Textured,66.00,Man,Tshirt,Fair Trade,Bluesign,0.4,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,3.2032,1801.8,40.04,20.02,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82
629,Zara,Jacket Slim Fit,45.04,Man,Jacket,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
630,H&M,Sweater Asymmetric,23.44,Woman,Sweater,NaN,NaN,0,Italy,0.3,0.1,0.35,Machine wash 30°C,0.04,0.5,15,3.2,1800,40,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,51
631,Zara,Jumper Asymmetric,21.48,Woman,Jumper,Oeko-Tex 100,NaN,0.1,Thailand,0.45,0.35,0.55,Machine wash 30°C,0.04,0.5,15,6,2700,55,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
632,Zara,Jumper Asymmetric,26.89,Woman,Jumper,Oeko-Tex 100,NaN,0.1,India,0.5,0.4,0.65,Hand wash,0.015,0.2,8,15.384,1918,111.695,47.82,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
633,H&M,Tshirt Slim Fit,13.92,Woman,Tshirt,Oeko-Tex 100,NaN,0.1,Bangladesh,0.55,0.45,0.7,Machine wash 30°C,0.04,0.5,15,6.362,196.45,97.395,33.42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,51
634,H&M,Jumper Oversized,35.91,Woman,Jumper,NaN,NaN,0,China,0.65,0.4,0.6,Machine wash 30°C,0.04,0.5,15,3.5,15,55,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,48
