Id,Brand,Product_Name,Price,Category,Subcategory,Material,Percentage_Material,Material_CO2,Material_Water,Material_Energy,Material_Chemical,Care_Instruction,Care_CO2,Care_Energy,Care_Water,Origin,Origin_Grid,Origin_Transport,Origin_Manufacturing,Certificate1,Cert1_Bonus,Certificate2,Cert2_Bonus,Price_num
302,Patagonia,Jacket Cropped,€ 169.97,Woman,Jacket,Recycled Nylon,41.8,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,169.97
302,Patagonia,Jacket Cropped,€ 169.97,Woman,Jacket,Cotton,4.9,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,169.97
303,Zara,Sweater Textured,€ 23.37,Man,Sweater,Recycled Cashmere,43.8,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,23.37
303,Zara,Sweater Textured,€ 23.37,Man,Sweater,Organic Cotton,29.5,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,23.37
303,Zara,Sweater Textured,€ 23.37,Man,Sweater,Elastane,26.7,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,23.37
304,H&M,Jumper Slim Fit,€ 24.65,Woman,Jumper,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,24.65
305,Penneys,Sweater Ribbed,€ 14.58,Man,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,14.58
306,Patagonia,Tshirt Asymmetric,€ 61.43,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,61.43
307,Patagonia,Sweater Textured,€ 206.89,Man,Sweater,Organic Cotton,87.9,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,206.89
307,Patagonia,Sweater Textured,€ 206.89,Man,Sweater,Elastane,12.1,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,206.89
308,Penneys,Tshirt Oversized,€ 3.71,Woman,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,3.71
309,H&M,Sweater Textured,€ 25.94,Woman,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,25.94
310,H&M,Sweater Textured,€ 33.54,Woman,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,Oeko-Tex 100,0.1,,0.0,33.54
311,Patagonia,Sweater Regular Fit,€ 177.58,Man,Sweater,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,177.58
312,H&M,Tshirt Oversized,€ 17.11,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,17.11
313,Penneys,Tshirt Slim Fit,€ 10.73,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,10.73
314,H&M,Jumper Textured,€ 27.72,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,27.72
315,Zara,Jumper Cropped,€ 21.41,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,GRS,0.2,,0.0,21.41
316,Penneys,Tshirt Regular Fit,€ 6.36,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,6.36
317,Patagonia,Tshirt Slim Fit,€ 73.97,Man,Tshirt,Lyocell,100.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,73.97
318,Zara,Sweater Regular Fit,€ 51.38,Woman,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,51.38
319,Zara,Jumper Asymmetric,€ 57.30,Woman,Jumper,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,57.3
320,Patagonia,Sweater Asymmetric,€ 130.78,Woman,Sweater,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,,0.0,130.78
321,Zara,Sweater Asymmetric,€ 21.76,Woman,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,21.76
322,H&M,Tshirt Regular Fit,€ 7.00,Man,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,7.0
323,Zara,Jumper Oversized,€ 30.44,Man,Jumper,Recycled Acrylic,46.3,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,30.44
323,Zara,Jumper Oversized,€ 30.44,Man,Jumper,Cotton,20.7,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,30.44
323,Zara,Jumper Oversized,€ 30.44,Man,Jumper,Acrylic,32.9,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,30.44
324,Zara,Jumper Cropped,€ 50.81,Woman,Jumper,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,50.81
325,Patagonia,Tshirt Regular Fit,€ 51.12,Woman,Tshirt,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,51.12
326,H&M,Jumper Cropped,€ 32.15,Woman,Jumper,Cashmere,31.2,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,32.15
326,H&M,Jumper Cropped,€ 32.15,Woman,Jumper,Merino Wool,38.5,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,32.15
326,H&M,Jumper Cropped,€ 32.15,Woman,Jumper,Recycled Cashmere,30.3,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,RWS,0.15,,0.0,32.15
327,H&M,Sweater Oversized,€ 35.50,Woman,Sweater,Organic Cotton,11.9,3.2,1800.0,40.0,20.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,35.5
327,H&M,Sweater Oversized,€ 35.50,Woman,Sweater,Elastane,70.1,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,35.5
327,H&M,Sweater Oversized,€ 35.50,Woman,Sweater,Recycled Cashmere,18.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,,0.0,,0.0,35.5
328,H&M,Jumper Asymmetric,€ 15.30,Woman,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,15.3
329,H&M,Sweater Cropped,€ 16.87,Woman,Sweater,Cashmere,2.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,16.87
329,H&M,Sweater Cropped,€ 16.87,Woman,Sweater,Merino Wool,82.5,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,16.87
329,H&M,Sweater Cropped,€ 16.87,Woman,Sweater,Recycled Acrylic,15.5,3.5,15.0,55.0,20.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,16.87
330,Patagonia,Tshirt Ribbed,€ 76.59,Man,Tshirt,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,76.59
331,Zara,Sweater Ribbed,€ 56.33,Man,Sweater,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,India,0.5,0.4,0.65,,0.0,,0.0,56.33
332,Zara,Sweater Slim Fit,€ 36.48,Man,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,,0.0,,0.0,36.48
333,Zara,Jumper Textured,€ 59.76,Woman,Jumper,Cotton,33.7,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,59.76
333,Zara,Jumper Textured,€ 59.76,Woman,Jumper,Organic Cotton,36.8,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,59.76
333,Zara,Jumper Textured,€ 59.76,Woman,Jumper,Elastane,29.5,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,59.76
334,Penneys,Jacket Oversized,€ 20.39,Man,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,20.39
335,Penneys,Tshirt Cropped,€ 11.92,Man,Tshirt,Polyester,96.7,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.92
335,Penneys,Tshirt Cropped,€ 11.92,Man,Tshirt,Viscose,3.3,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,11.92
336,Zara,Sweater Regular Fit,€ 52.65,Woman,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,52.65
337,Zara,Jumper Ribbed,€ 43.70,Man,Jumper,Elastane,40.0,9.0,50.0,150.0,45.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,43.7
337,Zara,Jumper Ribbed,€ 43.70,Man,Jumper,Cashmere,8.5,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,43.7
337,Zara,Jumper Ribbed,€ 43.70,Man,Jumper,Recycled Cashmere,51.6,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,RWS,0.15,,0.0,43.7
338,Penneys,Jumper Slim Fit,€ 8.65,Woman,Jumper,Wool,100.0,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,8.65
339,Patagonia,Tshirt Oversized,€ 76.31,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,,0.0,76.31
340,Penneys,Tshirt Asymmetric,€ 4.33,Woman,Tshirt,Organic Cotton,59.4,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,4.33
340,Penneys,Tshirt Asymmetric,€ 4.33,Woman,Tshirt,Recycled Cotton,34.4,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,4.33
340,Penneys,Tshirt Asymmetric,€ 4.33,Woman,Tshirt,Viscose,6.3,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,4.33
341,Patagonia,Tshirt Oversized,€ 48.58,Woman,Tshirt,Lyocell,17.5,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,48.58
341,Patagonia,Tshirt Oversized,€ 48.58,Woman,Tshirt,Recycled Cotton,68.7,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,48.58
341,Patagonia,Tshirt Oversized,€ 48.58,Woman,Tshirt,Organic Cotton,13.7,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,Fair Trade,0.2,Bluesign,0.2,48.58
342,Penneys,Jumper Textured,€ 18.01,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,,0.0,,0.0,18.01
343,Zara,Jumper Textured,€ 20.07,Man,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,20.07
344,H&M,Jacket Ribbed,€ 43.21,Woman,Jacket,Nylon,100.0,8.5,40.0,140.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,43.21
345,H&M,Sweater Slim Fit,€ 15.28,Woman,Sweater,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,15.28
346,H&M,Tshirt Asymmetric,€ 10.79,Man,Tshirt,Lyocell,5.0,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,10.79
346,H&M,Tshirt Asymmetric,€ 10.79,Man,Tshirt,Recycled Cotton,21.7,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,10.79
346,H&M,Tshirt Asymmetric,€ 10.79,Man,Tshirt,Recycled Polyester,73.4,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,10.79
347,Patagonia,Jumper Ribbed,€ 167.69,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,167.69
348,H&M,Sweater Ribbed,€ 37.20,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,37.2
349,Patagonia,Tshirt Slim Fit,€ 77.41,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,77.41
350,Zara,Jacket Textured,€ 84.33,Man,Jacket,Polyester,100.0,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,,0.0,,0.0,84.33
351,Patagonia,Jumper Asymmetric,€ 154.12,Man,Jumper,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,154.12
352,H&M,Tshirt Ribbed,€ 7.56,Man,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,7.56
353,Patagonia,Jacket Slim Fit,€ 325.82,Man,Jacket,Recycled Nylon,100.0,5.0,20.0,70.0,18.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,325.82
354,Patagonia,Sweater Ribbed,€ 166.87,Man,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,166.87
355,H&M,Jumper Cropped,€ 32.41,Woman,Jumper,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,32.41
356,Zara,Tshirt Cropped,€ 17.74,Man,Tshirt,Elastane,100.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Oeko-Tex 100,0.1,,0.0,17.74
357,Patagonia,Sweater Asymmetric,€ 159.22,Woman,Sweater,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,,0.0,159.22
358,Zara,Tshirt Cropped,€ 18.98,Woman,Tshirt,Cotton,58.5,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,18.98
358,Zara,Tshirt Cropped,€ 18.98,Woman,Tshirt,Polyester,41.5,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,18.98
359,Patagonia,Jumper Cropped,€ 194.08,Man,Jumper,Merino Wool,9.7,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,194.08
359,Patagonia,Jumper Cropped,€ 194.08,Man,Jumper,Recycled Polyester,90.3,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Portugal,0.25,0.1,0.3,Fair Trade,0.2,Bluesign,0.2,194.08
360,Penneys,Sweater Regular Fit,€ 15.79,Woman,Sweater,Recycled Polyester,96.8,5.5,20.0,60.0,20.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.79
360,Penneys,Sweater Regular Fit,€ 15.79,Woman,Sweater,Cashmere,3.2,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,,0.0,,0.0,15.79
361,Zara,Tshirt Asymmetric,€ 21.25,Woman,Tshirt,Lyocell,17.5,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,GRS,0.2,,0.0,21.25
361,Zara,Tshirt Asymmetric,€ 21.25,Woman,Tshirt,Recycled Cotton,50.2,2.0,500.0,20.0,10.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,GRS,0.2,,0.0,21.25
361,Zara,Tshirt Asymmetric,€ 21.25,Woman,Tshirt,Polyester,32.3,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,GRS,0.2,,0.0,21.25
362,H&M,Jumper Oversized,€ 25.07,Man,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,25.07
363,Patagonia,Sweater Oversized,€ 103.03,Man,Sweater,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,Fair Trade,0.2,,0.0,103.03
364,H&M,Jumper Ribbed,€ 22.51,Man,Jumper,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,22.51
365,Zara,Jacket Ribbed,€ 113.07,Man,Jacket,Cotton,41.9,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,113.07
365,Zara,Jacket Ribbed,€ 113.07,Man,Jacket,Polyester,42.5,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,113.07
365,Zara,Jacket Ribbed,€ 113.07,Man,Jacket,Acrylic,15.6,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Thailand,0.45,0.35,0.55,Oeko-Tex 100,0.1,,0.0,113.07
366,Penneys,Jacket Ribbed,€ 38.42,Woman,Jacket,Cotton,100.0,6.0,2700.0,55.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,38.42
367,Zara,Tshirt Ribbed,€ 10.66,Woman,Tshirt,Viscose,9.5,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,10.66
367,Zara,Tshirt Ribbed,€ 10.66,Woman,Tshirt,Lyocell,45.2,3.0,200.0,45.0,15.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,10.66
367,Zara,Tshirt Ribbed,€ 10.66,Woman,Tshirt,Polyester,45.3,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,Oeko-Tex 100,0.1,,0.0,10.66
368,H&M,Jumper Oversized,€ 27.22,Man,Jumper,Elastane,39.0,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,27.22
368,H&M,Jumper Oversized,€ 27.22,Man,Jumper,Organic Cotton,47.2,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,27.22
368,H&M,Jumper Oversized,€ 27.22,Man,Jumper,Recycled Acrylic,13.8,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,27.22
369,Penneys,Tshirt Oversized,€ 3.25,Woman,Tshirt,Polyester,30.3,9.5,50.0,120.0,35.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,3.25
369,Penneys,Tshirt Oversized,€ 3.25,Woman,Tshirt,Viscose,69.7,5.0,400.0,60.0,30.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,3.25
370,Zara,Jumper Oversized,€ 46.06,Woman,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,China,0.65,0.4,0.6,Oeko-Tex 100,0.1,,0.0,46.06
371,Zara,Sweater Regular Fit,€ 52.20,Man,Sweater,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,India,0.5,0.4,0.65,GRS,0.2,,0.0,52.2
372,Penneys,Jumper Slim Fit,€ 13.14,Man,Jumper,Recycled Acrylic,100.0,3.5,15.0,55.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Bangladesh,0.55,0.45,0.7,,0.0,,0.0,13.14
373,Penneys,Sweater Textured,€ 9.84,Woman,Sweater,Acrylic,27.3,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,9.84
373,Penneys,Sweater Textured,€ 9.84,Woman,Sweater,Elastane,31.5,9.0,50.0,150.0,45.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,9.84
373,Penneys,Sweater Textured,€ 9.84,Woman,Sweater,Organic Cotton,41.3,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Portugal,0.25,0.1,0.3,,0.0,,0.0,9.84
374,Zara,Jumper Regular Fit,€ 50.62,Woman,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Italy,0.3,0.1,0.35,RWS,0.15,,0.0,50.62
375,Penneys,Sweater Slim Fit,€ 14.88,Woman,Sweater,Recycled Cashmere,100.0,5.0,150.0,50.0,15.0,Hand wash,0.015,0.2,8.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,14.88
376,Patagonia,Sweater Regular Fit,€ 145.03,Woman,Sweater,Merino Wool,100.0,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Cambodia,0.55,0.45,0.75,Fair Trade,0.2,Bluesign,0.2,145.03
377,Penneys,Jumper Textured,€ 23.29,Woman,Jumper,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Vietnam,0.45,0.35,0.55,,0.0,,0.0,23.29
378,Patagonia,Sweater Oversized,€ 139.08,Man,Sweater,Wool,71.4,14.0,800.0,160.0,45.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,139.08
378,Patagonia,Sweater Oversized,€ 139.08,Man,Sweater,Merino Wool,13.3,16.0,900.0,170.0,48.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,139.08
378,Patagonia,Sweater Oversized,€ 139.08,Man,Sweater,Cotton,15.2,6.0,2700.0,55.0,40.0,Hand wash,0.015,0.2,8.0,Thailand,0.45,0.35,0.55,Fair Trade,0.2,,0.0,139.08
379,H&M,Jacket Regular Fit,€ 41.41,Woman,Jacket,Recycled Polyester,100.0,5.5,20.0,60.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,41.41
380,Patagonia,Jumper Oversized,€ 229.36,Woman,Jumper,Cashmere,100.0,30.0,700.0,200.0,60.0,Hand wash,0.015,0.2,8.0,Bangladesh,0.55,0.45,0.7,Fair Trade,0.2,Bluesign,0.2,229.36
381,H&M,Tshirt Slim Fit,€ 9.10,Woman,Tshirt,Organic Cotton,100.0,3.2,1800.0,40.0,20.0,Machine wash 30°C,0.04,0.5,15.0,Turkey,0.4,0.2,0.45,,0.0,,0.0,9.1
382,Patagonia,Jacket Slim Fit,€ 218.68,Man,Jacket,Acrylic,100.0,6.0,30.0,110.0,40.0,Machine wash 30°C,0.04,0.5,15.0,Italy,0.3,0.1,0.35,Fair Trade,0.2,Bluesign,0.2,218.68
